"DR_NO","Date.Rptd","DATE.OCC","TIME.OCC","AREA","AREA.NAME","Rpt.Dist.No","Part.1.2","Crm.Cd","Crm.Cd.Desc","Mocodes","Vict.Age","Vict.Sex","Vict.Descent","Premis.Cd","Premis.Desc","Weapon.Used.Cd","Weapon.Desc","Status","Status.Desc","Crm.Cd.1","Crm.Cd.2","Crm.Cd.3","Crm.Cd.4","LOCATION","Cross.Street","LAT","LON"
210619490,"11/23/2021 12:00:00 AM","11/23/2021 12:00:00 AM",200,6,"Hollywood",643,1,220,"ATTEMPTED ROBBERY","1822 0416 0308 0450",18,"F","H",101,"STREET",106,"UNKNOWN FIREARM","IC","Invest Cont",220,NA,NA,NA,"FORMOSA                      AV","N  SUNSET                       BL",34.098,-118.3468
211423134,"12/17/2021 12:00:00 AM","12/16/2021 12:00:00 AM",2000,14,"Pacific",1406,1,330,"BURGLARY FROM VEHICLE","0321 0344 1300 1307 1402 1609",27,"F","W",707,"GARAGE/CARPORT",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",330,998,NA,NA,"3700    MENTONE                      AV","",34.0199,-118.405
201810319,"04/29/2020 12:00:00 AM","04/29/2020 12:00:00 AM",1950,18,"Southeast",1871,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","1822 1300 1307 0329",40,"M","B",122,"VEHICLE, PASSENGER/TRUCK",304,"CLUB/BAT","IC","Invest Cont",740,NA,NA,NA,"ROSECRANS                    AV","HOOVER",33.9024,-118.2871
200114362,"07/05/2020 12:00:00 AM","07/04/2020 12:00:00 AM",1100,1,"Central",139,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","0344 0352 1822 1606 1300",39,"M","B",123,"PARKING UNDERGROUND/BUILDING",NA,"","IC","Invest Cont",331,NA,NA,NA,"900 E  3RD                          ST","",34.0459,-118.2352
220215596,"08/31/2022 12:00:00 AM","08/31/2022 12:00:00 AM",300,2,"Rampart",231,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","",0,"","",101,"STREET",NA,"","IC","Invest Cont",420,NA,NA,NA,"BEVERLY                      BL","OCCIDENTAL                   BL",34.0709,-118.2801
221206038,"02/07/2022 12:00:00 AM","02/07/2022 12:00:00 AM",2100,12,"77th Street",1268,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 2002",24,"F","B",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",745,NA,NA,NA,"100 E  84TH                         ST","",33.9628,-118.2739
200121746,"11/30/2020 12:00:00 AM","11/29/2020 12:00:00 AM",2201,1,"Central",171,1,510,"VEHICLE - STOLEN","",0,"","",707,"GARAGE/CARPORT",NA,"","AA","Adult Arrest",510,NA,NA,NA,"900 W  OLYMPIC                      BL","",34.0454,-118.2658
200711347,"07/06/2020 12:00:00 AM","07/03/2020 12:00:00 AM",1000,7,"Wilshire",747,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","1300 1601 0344",46,"F","W",122,"VEHICLE, PASSENGER/TRUCK",NA,"","IC","Invest Cont",331,NA,NA,NA,"800 S  MANSFIELD                    AV","",34.0588,-118.3419
220307469,"03/09/2022 12:00:00 AM","03/09/2022 12:00:00 AM",2105,3,"Southwest",376,1,231,"ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER","0906 1816 1212 0917 0416 1309 0913",21,"M","X",108,"PARKING LOT",307,"VEHICLE","AA","Adult Arrest",231,NA,NA,NA,"3900 S  WESTERN                      AV","",34.0145,-118.3089
201513681,"08/08/2020 12:00:00 AM","08/08/2020 12:00:00 AM",2015,15,"N Hollywood",1506,2,624,"BATTERY - SIMPLE ASSAULT","0400 0416",36,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",624,NA,NA,NA,"7200    TUJUNGA                      AV","",34.2012,-118.379
200715824,"11/09/2020 12:00:00 AM","11/06/2020 12:00:00 AM",1120,7,"Wilshire",743,2,354,"THEFT OF IDENTITY","0928",60,"F","C",145,"MAIL BOX",NA,"","IC","Invest Cont",354,NA,NA,NA,"1000    HAUSER                       BL","",34.0592,-118.3575
200108203,"03/01/2020 12:00:00 AM","03/01/2020 12:00:00 AM",1525,1,"Central",161,2,860,"BATTERY WITH SEXUAL CONTACT","0531 0522 2024 1822",43,"F","O",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",860,NA,NA,NA,"700 S  FIGUEROA                     ST","",34.0483,-118.2631
211810626,"05/18/2021 12:00:00 AM","05/18/2021 12:00:00 AM",950,18,"Southeast",1834,2,901,"VIOLATION OF RESTRAINING ORDER","0913 0561 2038 0432 1202",69,"F","B",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",901,NA,NA,NA,"1100 E  105TH                        ST","",33.941,-118.2566
200511276,"07/01/2020 12:00:00 AM","06/18/2020 12:00:00 AM",1430,5,"Harbor",589,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0344 1236",0,"M","O",117,"BEACH",NA,"","IC","Invest Cont",341,NA,NA,NA,"3800    STEPHEN M WHITE              DR","",33.7091,-118.2855
211505857,"02/18/2021 12:00:00 AM","02/02/2021 12:00:00 AM",1345,15,"N Hollywood",1504,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0344",22,"F","H",121,"YARD (RESIDENTIAL/BUSINESS)",NA,"","IC","Invest Cont",341,NA,NA,NA,"11900    RUNNYMEDE                    ST","",34.2057,-118.3921
211115937,"12/01/2021 12:00:00 AM","11/30/2021 12:00:00 AM",2136,11,"Northeast",1158,1,510,"VEHICLE - STOLEN","",0,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"200    MT WASHINGTON                DR","",34.0951,-118.2171
210917220,"12/04/2021 12:00:00 AM","12/03/2021 12:00:00 AM",2220,9,"Van Nuys",901,2,624,"BATTERY - SIMPLE ASSAULT","0446 0562 0416",48,"F","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",624,NA,NA,NA,"15400    KESWICK                      ST","",34.2102,-118.4684
210108430,"04/05/2021 12:00:00 AM","04/04/2021 12:00:00 AM",1,1,"Central",174,1,330,"BURGLARY FROM VEHICLE","1300 1822 1607 0329 0344",22,"M","W",102,"SIDEWALK",NA,"","IC","Invest Cont",330,NA,NA,NA,"100 E  8TH                          ST","",34.0423,-118.2527
200119510,"10/15/2020 12:00:00 AM","09/26/2020 12:00:00 AM",1200,1,"Central",166,2,354,"THEFT OF IDENTITY","0377",63,"M","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",354,NA,NA,NA,"600    WALL                         ST","",34.042,-118.2485
201207698,"02/13/2020 12:00:00 AM","01/13/2020 12:00:00 AM",1020,12,"77th Street",1248,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344 0913",38,"M","H",104,"DRIVEWAY",NA,"","AO","Adult Other",440,NA,NA,NA,"6600    MENLO                        AV","",33.9792,-118.2892
221317172,"09/05/2022 12:00:00 AM","09/05/2022 12:00:00 AM",1800,13,"Newton",1303,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","1202 0344",61,"F","A",405,"CLOTHING STORE",NA,"","IC","Invest Cont",341,NA,NA,NA,"1200    MAPLE                        AV","",34.0357,-118.2563
200816863,"11/24/2020 12:00:00 AM","11/24/2020 12:00:00 AM",1600,8,"West LA",899,2,624,"BATTERY - SIMPLE ASSAULT","0400 0416 1822",20,"M","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"VERA                         AV","VENICE                       BL",34.0325,-118.3874
210914873,"10/03/2021 12:00:00 AM","10/03/2021 12:00:00 AM",323,9,"Van Nuys",948,1,310,"BURGLARY","1420 1822 0344 1601 0209 0206",0,"X","X",203,"OTHER BUSINESS",NA,"","IC","Invest Cont",310,NA,NA,NA,"5600    WOODMAN                      AV","",34.1721,-118.4313
220712254,"07/29/2022 12:00:00 AM","07/05/2022 12:00:00 AM",130,7,"Wilshire",706,1,310,"BURGLARY","1605 1822 0314 0344",77,"F","W",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",310,NA,NA,NA,"800 N  SYCAMORE                     AV","",34.0853,-118.3428
200617861,"10/11/2020 12:00:00 AM","10/09/2020 12:00:00 AM",710,6,"Hollywood",649,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","1822 0329 1607",0,"X","X",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",740,888,NA,NA,"1500 N  HOBART                       BL","",34.0981,-118.3056
200113916,"06/25/2020 12:00:00 AM","06/25/2020 12:00:00 AM",1210,1,"Central",166,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","2004 1402 0416 1822 1218 0447 1414 1420 0411",61,"M","B",102,"SIDEWALK",207,"OTHER KNIFE","AO","Adult Other",230,998,NA,NA,"600 S  SAN PEDRO                    ST","",34.0421,-118.2469
221908259,"04/12/2022 12:00:00 AM","04/10/2022 12:00:00 AM",1520,19,"Mission",1958,1,330,"BURGLARY FROM VEHICLE","1601 0344 1822",25,"F","H",101,"STREET",NA,"","IC","Invest Cont",330,NA,NA,NA,"CANTERBURY","VAN NUYS",34.2492,-118.4453
211407768,"03/04/2021 12:00:00 AM","03/04/2021 12:00:00 AM",200,14,"Pacific",1414,1,480,"BIKE - STOLEN","0344",67,"F","W",119,"PORCH, RESIDENTIAL",NA,"","IC","Invest Cont",480,NA,NA,NA,"600    FLOWER                       AV","",33.9984,-118.4713
211106675,"03/19/2021 12:00:00 AM","03/19/2021 12:00:00 AM",900,11,"Northeast",1142,2,354,"THEFT OF IDENTITY","1822 1402",0,"X","X",602,"BANK",NA,"","IC","Invest Cont",354,998,NA,NA,"4500    FRANKLIN                     AV","",34.1054,-118.2878
210507343,"03/27/2021 12:00:00 AM","03/26/2021 12:00:00 AM",2200,5,"Harbor",506,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","0913 2000 0416 1813",38,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",626,NA,NA,NA,"1400 W  CARSON                       ST","",33.8315,-118.3021
200308517,"03/13/2020 12:00:00 AM","02/28/2020 12:00:00 AM",1403,3,"Southwest",362,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344 0394",25,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",440,NA,NA,NA,"4800    MARTIN LUTHER KING           BL","",34.0198,-118.3492
210209557,"05/18/2021 12:00:00 AM","05/18/2021 12:00:00 AM",30,2,"Rampart",246,1,220,"ATTEMPTED ROBBERY","2004 1822 1402 0416 0445 0355",43,"M","O",102,"SIDEWALK",302,"BLUNT INSTRUMENT","AO","Adult Other",220,998,NA,NA,"WILSHIRE","ALVARADO",34.0579,-118.2759
211114829,"10/31/2021 12:00:00 AM","10/31/2021 12:00:00 AM",325,11,"Northeast",1177,2,753,"DISCHARGE FIREARMS/SHOTS FIRED","1100 1501 1402 1419 1407 1822",0,"X","X",101,"STREET",102,"HAND GUN","IC","Invest Cont",753,998,NA,NA,"2600    ROSEVIEW                     AV","",34.0927,-118.2292
211014157,"10/08/2021 12:00:00 AM","09/01/2020 12:00:00 AM",1710,10,"West Valley",1078,2,354,"THEFT OF IDENTITY","1822 0935 1202 0928",60,"F","O",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",354,NA,NA,NA,"4900    BALBOA                       BL","",34.1593,-118.5011
210511438,"07/13/2021 12:00:00 AM","07/12/2021 12:00:00 AM",1300,5,"Harbor",504,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","0344 0385 1300",22,"F","B",503,"HOTEL",NA,"","IC","Invest Cont",331,NA,NA,NA,"19200    HARBORGATE                   WY","",33.855,-118.3035
212016350,"10/30/2021 12:00:00 AM","10/30/2021 12:00:00 AM",2330,20,"Olympic",2022,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","0416 0417 0429 0432 0913 1813 2000",44,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",626,NA,NA,NA,"400 S  GRAMERCY                     PL","",34.0671,-118.3128
221511427,"06/23/2022 12:00:00 AM","06/23/2022 12:00:00 AM",215,15,"N Hollywood",1555,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","1822 0444 0329 1300",53,"M","O",101,"STREET",NA,"","IC","Invest Cont",740,NA,NA,NA,"TUJUNGA","MAGNOLIA",34.165,-118.379
210406615,"03/13/2021 12:00:00 AM","03/13/2021 12:00:00 AM",1430,4,"Hollenbeck",424,2,624,"BATTERY - SIMPLE ASSAULT","0446 0444 0603 1822",56,"F","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"2200    PARKSIDE                     AV","",34.0705,-118.2001
200117482,"09/05/2020 12:00:00 AM","09/05/2020 12:00:00 AM",1015,1,"Central",156,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1822 0416 0401 1218 2004 2001 1414",59,"M","B",109,"PARK/PLAYGROUND",516,"DOG/ANIMAL (SIC ANIMAL ON)","IC","Invest Cont",230,NA,NA,NA,"5TH                          ST","SAN JULIAN",34.0446,-118.245
200918014,"12/03/2020 12:00:00 AM","12/02/2020 12:00:00 AM",1320,9,"Van Nuys",981,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329",56,"M","W",101,"STREET",NA,"","AA","Adult Arrest",740,NA,NA,NA,"4500    SAUGUS                       AV","",34.1512,-118.4662
200511244,"06/30/2020 12:00:00 AM","06/30/2020 12:00:00 AM",710,5,"Harbor",564,1,330,"BURGLARY FROM VEHICLE","0358 1302 1300 1605",0,"X","X",108,"PARKING LOT",NA,"","IC","Invest Cont",330,NA,NA,NA,"600 S  PALOS VERDES                 ST","",33.7379,-118.2814
200614196,"08/20/2020 12:00:00 AM","08/17/2020 12:00:00 AM",1800,6,"Hollywood",639,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","",0,"","",101,"STREET",NA,"","IC","Invest Cont",420,NA,NA,NA,"LOMA LINDA                   AV","SERRANO                      AV",34.103,-118.3072
210807700,"04/03/2021 12:00:00 AM","03/29/2021 12:00:00 AM",900,8,"West LA",851,1,480,"BIKE - STOLEN","0344",31,"M","J",707,"GARAGE/CARPORT",NA,"","IC","Invest Cont",480,NA,NA,NA,"11900    IDAHO                        AV","",34.039,-118.461
200320254,"11/12/2020 12:00:00 AM","11/11/2020 12:00:00 AM",2230,3,"Southwest",326,1,510,"VEHICLE - STOLEN","",0,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"2600    DALTON                       AV","",34.0322,-118.3041
202105424,"02/01/2020 12:00:00 AM","01/27/2020 12:00:00 AM",1700,21,"Topanga",2104,1,310,"BURGLARY","1606 0344",57,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",310,NA,NA,NA,"8900    OWENSMOUTH                   AV","",34.2315,-118.6016
210620548,"12/17/2021 12:00:00 AM","12/17/2021 12:00:00 AM",1750,6,"Hollywood",646,2,888,"TRESPASSING","1822",26,"F","A",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",888,NA,NA,NA,"6600 W  SUNSET                       BL","",34.098,-118.3335
202014020,"08/29/2020 12:00:00 AM","08/29/2020 12:00:00 AM",2015,20,"Olympic",2027,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1309 0334 0302 0371 0432 1822",36,"X","X",108,"PARKING LOT",102,"HAND GUN","AA","Adult Arrest",230,NA,NA,NA,"6TH                          ST","VERMONT                      AV",34.0636,-118.2916
210411978,"08/20/2021 12:00:00 AM","08/20/2021 12:00:00 AM",30,4,"Hollenbeck",427,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","0913 1814 2000 1402 0400 0419 0416",30,"F","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",626,998,NA,NA,"4700    TWINING                      ST","",34.0839,-118.1819
222014870,"09/11/2022 12:00:00 AM","09/10/2022 12:00:00 AM",2300,20,"Olympic",2025,1,510,"VEHICLE - STOLEN","",0,"","",108,"PARKING LOT",NA,"","AA","Adult Arrest",510,NA,NA,NA,"300 S  ALEXANDRIA                   AV","",34.069,-118.2979
221915362,"10/05/2022 12:00:00 AM","10/04/2022 12:00:00 AM",1800,19,"Mission",1921,2,812,"CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)","0448 0503 0913 1817 0552 1258",11,"F","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",812,860,NA,NA,"SAN FERNANDO                 RD","BLEDSOE",34.3045,-118.4662
200817772,"12/21/2020 12:00:00 AM","12/21/2020 12:00:00 AM",530,8,"West LA",884,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","1309 0216 1420 0385 0344 1822 1402",24,"F","H",252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",NA,"","IC","Invest Cont",331,998,NA,NA,"10900 W  PICO                         BL","",34.0396,-118.4296
211806290,"02/11/2021 12:00:00 AM","02/11/2021 12:00:00 AM",2300,18,"Southeast",1821,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","1822 0329",0,"X","X",401,"MINI-MART",NA,"","IC","Invest Cont",745,NA,NA,NA,"10000 S  VERMONT                      AV","",33.9446,-118.2916
211423009,"11/22/2021 12:00:00 AM","11/22/2021 12:00:00 AM",800,14,"Pacific",1499,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","1822 0329 1300",60,"M","B",212,"TRANSPORTATION FACILITY (AIRPORT)",NA,"","IC","Invest Cont",740,NA,NA,NA,"11500    AVIATION                     BL","",33.9298,-118.3784
221317860,"09/18/2022 12:00:00 AM","05/20/2022 12:00:00 AM",1535,13,"Newton",1343,2,354,"THEFT OF IDENTITY","0930",17,"F","H",145,"MAIL BOX",NA,"","IC","Invest Cont",354,NA,NA,NA,"400 E  41ST                         ST","",34.0114,-118.2624
220413065,"09/09/2022 12:00:00 AM","09/04/2022 12:00:00 AM",2200,4,"Hollenbeck",488,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329",54,"M","H",101,"STREET",NA,"","IC","Invest Cont",740,NA,NA,NA,"1100 S  GRANDE VISTA                 AV","",34.0255,-118.2071
210412643,"09/08/2021 12:00:00 AM","09/05/2021 12:00:00 AM",1952,4,"Hollenbeck",464,1,648,"ARSON","",0,"X","X",708,"CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE)",NA,"","IC","Invest Cont",648,NA,NA,NA,"200 S  ST LOUIS                     ST","",34.0445,-118.2116
211212192,"05/14/2021 12:00:00 AM","05/13/2021 12:00:00 AM",1500,12,"77th Street",1243,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT","2000 0448 0334 0421 0408 0913",47,"F","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",236,NA,NA,NA,"6200 S  WESTERN                      AV","",33.979,-118.3112
221105531,"02/11/2022 12:00:00 AM","02/11/2022 12:00:00 AM",1130,11,"Northeast",1133,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1822 0400",0,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",230,NA,NA,NA,"3400    GREENSWARD                   RD","",34.1129,-118.2616
220204930,"01/22/2022 12:00:00 AM","01/22/2022 12:00:00 AM",2010,2,"Rampart",233,2,624,"BATTERY - SIMPLE ASSAULT","0602 0561 0913 0400",53,"M","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",624,NA,NA,NA,"2700    HYANS                        ST","",34.0721,-118.2763
220704825,"01/24/2022 12:00:00 AM","01/20/2022 12:00:00 AM",1500,7,"Wilshire",773,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0344",59,"M","B",104,"DRIVEWAY",NA,"","IC","Invest Cont",420,NA,NA,NA,"1700 S  RIDGELEY                     DR","",34.0433,-118.3578
201316675,"09/08/2020 12:00:00 AM","09/04/2020 12:00:00 AM",2100,13,"Newton",1395,1,310,"BURGLARY","0358 0329 1607 0321",0,"X","X",704,"ELEMENTARY SCHOOL",NA,"","IC","Invest Cont",310,NA,NA,NA,"6600 S  SAN PEDRO                    ST","",33.9788,-118.2696
210620119,"12/08/2021 12:00:00 AM","12/07/2021 12:00:00 AM",1700,6,"Hollywood",678,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 0311 1822 1501",0,"X","X",109,"PARK/PLAYGROUND",NA,"","IC","Invest Cont",740,NA,NA,NA,"4900 W  LEMON GROVE                  AV","",34.0862,-118.304
201106382,"02/22/2020 12:00:00 AM","02/02/2020 12:00:00 AM",1805,11,"Northeast",1142,2,860,"BATTERY WITH SEXUAL CONTACT","0500 0522 0551",32,"F","W",718,"MASSAGE PARLOR",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",860,NA,NA,NA,"1900    HILLHURST                    AV","",34.1054,-118.2874
220406326,"03/12/2022 12:00:00 AM","03/12/2022 12:00:00 AM",930,4,"Hollenbeck",401,2,900,"VIOLATION OF COURT ORDER","2038 2004",36,"F","H",109,"PARK/PLAYGROUND",NA,"","AO","Adult Other",900,NA,NA,NA,"4500    HOMER                        ST","",34.0898,-118.2075
220806295,"02/25/2022 12:00:00 AM","02/25/2022 12:00:00 AM",1922,8,"West LA",847,1,310,"BURGLARY","1609 0216 0321 1822",49,"M","A",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",310,NA,NA,NA,"2200    MANNING                      AV","",34.0471,-118.4264
200913088,"08/04/2020 12:00:00 AM","08/04/2020 12:00:00 AM",600,15,"N Hollywood",1532,1,510,"VEHICLE - STOLEN","0330 1402",31,"M","O",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"BELLINGHAM                   AV","OXNARD                       ST",34.1794,-118.3987
202113855,"09/17/2020 12:00:00 AM","09/17/2020 12:00:00 AM",5,21,"Topanga",2107,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344 0910 2034 2048 2004",54,"M","W",883,"MTA - ORANGE LINE - ROSCOE",NA,"","IC","Invest Cont",440,NA,NA,NA,"8300    CANOGA                       AV","",34.2198,-118.5975
201419604,"11/02/2020 12:00:00 AM","11/01/2020 12:00:00 AM",2153,14,"Pacific",1446,1,510,"VEHICLE - STOLEN","",0,"","",707,"GARAGE/CARPORT",NA,"","IC","Invest Cont",510,NA,NA,NA,"12200    PACIFIC                      AV","",34.0027,-118.4328
210116490,"09/08/2021 12:00:00 AM","08/14/2021 12:00:00 AM",2300,1,"Central",182,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","2032 0344 1822",23,"M","W",108,"PARKING LOT",NA,"","IC","Invest Cont",341,480,NA,NA,"1100 S  OLIVE                        ST","",34.04,-118.2617
200914626,"09/12/2020 12:00:00 AM","08/20/2020 12:00:00 AM",1205,9,"Van Nuys",909,2,354,"THEFT OF IDENTITY","0377",21,"F","W",602,"BANK",NA,"","IC","Invest Cont",354,NA,NA,NA,"13900    VALERIO                      ST","",34.2048,-118.4356
221007119,"03/23/2022 12:00:00 AM","03/22/2022 12:00:00 AM",1230,10,"West Valley",1017,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","1822 0344",46,"M","H",210,"RESTAURANT/FAST FOOD",NA,"","IC","Invest Cont",341,NA,NA,NA,"LOUISE                       AV","SATICOY                      ST",34.2084,-118.5098
210918049,"12/27/2021 12:00:00 AM","12/24/2021 12:00:00 AM",1300,9,"Van Nuys",932,1,330,"BURGLARY FROM VEHICLE","0344",54,"M","H",108,"PARKING LOT",NA,"","IC","Invest Cont",330,NA,NA,NA,"6100 N  SEPULVEDA                    BL","",34.1807,-118.4662
212009841,"05/31/2021 12:00:00 AM","05/31/2021 12:00:00 AM",1740,20,"Olympic",2019,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT","0913 2000 2002 0444 0448 0408 0451 0432",34,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",236,NA,NA,NA,"3300 W  3RD                          ST","",34.0728,-118.2878
211014078,"11/01/2021 12:00:00 AM","10/31/2021 12:00:00 AM",1200,10,"West Valley",1008,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","0913 0400 1814 2000 0416 1310 0329",24,"M","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",626,NA,NA,NA,"7300    RUBIO                        AV","",34.2034,-118.4957
200709098,"05/10/2020 12:00:00 AM","04/30/2020 12:00:00 AM",1535,7,"Wilshire",783,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","1906 0514",23,"M","W",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",956,NA,NA,NA,"2100 S  CLOVERDALE                   AV","",34.0395,-118.3546
211604660,"01/24/2021 12:00:00 AM","01/24/2021 12:00:00 AM",120,16,"Foothill",1684,2,624,"BATTERY - SIMPLE ASSAULT","0561 0416 0913 2002",64,"M","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",624,NA,NA,NA,"11900    RATNER                       ST","",34.2168,-118.3944
